"price","host_is_superhost","host_identity_verified","instant_bookable","host_listings_count","host_total_listings_count","bedrooms","bathrooms","accommodates","beds","room_type","Amenities_Offered"
265,0,1,0,1,1,4,2.5,8,4,0,16
70,0,1,0,2,2,2,1,3,2,0,20
295,1,1,0,1,1,1,1,2,1,0,19
70,0,1,1,0,0,1,1,3,2,1,5
200,1,1,0,1,1,3,1,8,6,0,28
148,1,1,1,2,2,1,1,2,1,0,19
110,1,0,1,1,1,2,1.5,4,3,0,40
608,1,1,0,3,3,4,2.5,8,6,0,49
269,1,1,1,2,2,1,1,2,1,0,20
135,0,1,0,2,2,1,1,2,1,0,12
105,0,1,1,9,9,1,0,5,4,0,15
99,0,1,1,9,9,1,6,2,1,1,12
100,0,1,0,1,1,1,1,2,1,0,22
207,1,1,0,1,1,2,1,4,6,0,47
205,1,1,1,35,35,2,2,4,2,0,23
431,1,1,1,1,1,2,1,4,2,0,41
100,1,0,0,1,1,1,1,2,1,0,24
230,1,1,1,3,3,1,1,4,2,0,26
550,1,1,0,1,1,4,2.5,11,11,0,32
95,1,1,1,1,1,1,1,2,1,1,16
169,1,1,1,24,24,1,1,2,1,0,47
290,0,0,1,0,0,1,1,2,1,1,45
85,1,1,1,9,9,1,1,2,2,3,8
315,0,1,1,0,0,2,2,4,3,0,23
272,0,1,1,73,73,2,2,4,3,0,14
160,0,1,0,2,2,1,1.5,2,1,0,25
468,0,1,1,32,32,3,2.5,6,4,0,30
168,0,0,0,1,1,1,1,2,1,1,12
90,1,0,1,1,1,2,1,4,3,0,50
414,0,0,0,1,1,4,2.5,9,4,0,59
132,0,1,0,1,1,1,1,4,3,0,18
268,1,1,1,12,12,2,2,4,2,0,32
190,0,1,0,3,3,1,1,3,2,0,34
550,1,1,1,2,2,5,3,10,7,0,39
106,1,1,1,1,1,2,1,3,3,0,28
85,1,1,0,1,1,1,1,2,1,1,15
460,0,1,1,117,117,3,3,6,4,0,32
616,1,1,1,5,5,3,2,6,3,0,19
357,0,1,1,117,117,3,3,6,3,0,32
393,0,1,0,5,5,3,2.5,6,5,0,32
463,1,1,1,77,77,2,2,4,3,0,34
215,0,1,1,32,32,2,2,4,2,0,45
265,0,1,1,29,29,2,2,4,3,0,34
300,0,1,1,0,0,4,2,4,4,0,11
81,0,0,0,1,1,1,1,2,1,1,22
557,1,1,1,6,6,3,2,6,4,0,46
472,0,1,1,117,117,3,2,6,3,0,15
617,0,1,1,12,12,3,2.5,8,5,0,33
123,1,1,1,1,1,2,1,4,3,0,52
110,0,0,0,1,1,1,1,2,1,1,21
195,1,1,0,1,1,3,2,6,4,0,62
90,1,0,1,1,1,1,1,2,1,0,32
166,1,1,1,4,4,1,1,2,1,0,49
229,0,1,1,29,29,1,1,2,1,0,53
214,0,1,1,9,9,1,1,2,2,0,13
150,1,0,1,0,0,1,1,2,1,0,20
95,1,1,0,2,2,1,1,2,1,0,22
58,0,0,0,0,0,1,1,2,1,1,23
100,0,1,0,1,1,1,1,2,1,1,15
249,0,1,1,9,9,3,2.5,6,4,0,30
153,1,1,1,5,5,3,2,6,5,0,60
45,0,0,0,2,2,1,1,2,1,1,15
160,1,1,0,1,1,1,1,2,1,0,18
180,0,0,1,0,0,3,1.5,7,4,0,42
55,1,1,0,1,1,3,2,14,8,0,28
199,0,1,1,0,0,5,2,10,13,0,12
200,0,1,1,1,1,3,1,6,3,0,34
120,0,1,0,1,1,3,1,6,5,0,35
340,1,1,1,1,1,5,2,11,7,0,39
274,0,1,1,316,316,2,1,6,3,0,11
150,0,0,0,1,1,2,1,4,2,0,30
91,0,1,1,0,0,1,1,3,2,0,34
145,1,0,0,2,2,2,1,4,3,0,40
180,0,1,0,0,0,3,1,6,4,0,47
226,1,1,0,1,1,4,2,7,5,0,43
317,0,1,0,1,1,3,1,6,3,0,41
500,0,0,0,1,1,3,3.5,6,5,0,57
260,1,1,1,3,3,4,3,10,8,0,31
259,0,1,0,3,3,2,1.5,6,3,0,51
260,0,0,0,1,1,1,1,2,1,0,34
111,1,1,0,2,2,1,1,2,1,0,12
660,0,1,1,2,2,5,2,9,5,0,23
226,1,1,0,1,1,1,1,2,1,0,32
86,0,1,0,1,1,2,1,4,2,0,20
165,0,1,0,0,0,2,1,4,2,0,43
225,0,1,0,1,1,1,1,2,1,0,12
227,0,1,0,9,9,3,1,8,4,0,27
131,1,1,1,0,0,1,1,3,1,0,41
133,1,1,0,0,0,3,1,6,3,0,37
110,1,1,1,1,1,1,1,2,1,0,34
180,1,1,0,1,1,2,1,4,2,0,28
95,1,1,1,1,1,1,1,2,1,0,29
225,1,1,0,0,0,2,2,4,2,0,50
520,0,0,0,1,1,5,3.5,11,6,0,21
75,1,1,1,2,2,1,1,2,1,1,15
600,0,0,1,1,1,3,2,6,3,0,32
211,0,1,0,2,2,3,1,6,4,0,29
150,1,0,0,2,2,2,1,4,2,0,15
169,0,0,0,7,7,2,1,4,5,0,18
99,0,1,0,0,0,1,1,2,1,0,40
140,0,0,0,0,0,1,1,2,1,0,28
344,0,0,0,1,1,4,2,8,6,0,26
150,0,1,1,1,1,3,1.5,7,4,0,25
320,0,1,1,0,0,4,2,10,6,0,50
115,0,1,0,5,5,1,1,2,1,0,30
300,0,0,0,1,1,4,2.5,6,4,0,31
150,0,1,0,15,15,2,1,6,3,0,24
324,0,1,0,1,1,4,2,8,5,0,15
120,1,1,0,1,1,1,1,4,4,0,40
90,1,1,1,1,1,1,1,2,1,0,50
120,0,0,1,4,4,1,2,2,1,1,16
55,1,1,0,1,1,1,1,2,1,1,21
175,0,0,1,0,0,1,1,4,2,0,13
140,0,0,1,0,0,1,1,4,2,0,13
65,1,0,0,0,0,1,1,2,2,1,19
300,1,1,1,2,2,4,2.5,12,8,0,32
194,1,1,1,4,4,1,0.5,2,1,0,21
345,0,0,1,3,3,1,1,2,1,3,11
164,0,1,1,0,0,1,1,2,1,1,33
70,1,1,1,1,1,1,1,2,1,1,12
399,1,1,1,0,0,1,1,2,1,1,12
70,0,1,1,3,3,1,3,4,4,1,15
72,1,0,1,3,3,1,1,2,1,1,33
68,0,0,0,5,5,1,1,2,1,1,19
89,1,1,1,1,1,2,1,4,2,0,28
279,0,0,0,2,2,3,1,9,7,0,41
60,0,1,1,1,1,1,1,1,1,1,9
121,1,1,1,2,2,1,1,3,2,0,23
100,0,1,1,1,1,1,1,2,1,1,11
255,0,1,1,4,4,1,1,2,1,1,11
299,0,1,1,4,4,1,1,2,1,1,12
183,0,1,1,73,73,2,1,5,3,0,27
150,0,0,0,1,1,1,1,3,1,1,22
105,1,1,0,1,1,1,1,2,1,0,32
319,0,1,1,73,73,3,3,6,3,0,29
84,1,1,1,2,2,1,1,2,1,0,24
115,1,1,1,1,1,1,1,2,1,0,30
162,0,1,1,6,6,1,1,3,1,0,9
130,1,1,0,1,1,1,1,2,1,0,23
252,0,1,1,73,73,1,1,2,1,0,26
650,1,1,0,2,2,5,2,9,7,0,25
150,1,1,1,3,3,1,1,2,1,0,29
100,1,1,0,1,1,1,1,2,1,0,26
145,0,1,0,2,2,2,1,2,2,0,26
250,1,0,1,2,2,1,1,2,1,0,31
465,0,1,1,73,73,2,1.5,4,2,0,29
424,0,0,1,2,2,4,1,9,4,0,33
339,0,1,1,73,73,4,2,7,5,0,37
60,0,1,1,3,3,1,3.5,3,2,3,17
83,1,1,0,1,1,1,0.5,4,6,0,20
110,1,1,0,1,1,3,1,6,4,0,46
245,1,1,1,0,0,2,2,4,2,0,30
150,0,0,0,0,0,7,2,16,19,0,45
246,0,1,0,2,2,2,2,6,3,0,21
185,1,0,0,0,0,2,1,4,2,0,40
419,1,1,0,3,3,4,3,7,4,0,34
206,1,1,0,1,1,2,1,4,2,0,33
240,0,1,0,1,1,4,2,8,4,0,26
366,0,1,1,73,73,2,2,5,2,0,36
65,0,1,0,2,2,1,1.5,2,1,1,26
650,0,1,0,1,1,3,1.5,6,3,0,67
210,0,0,0,0,0,2,1,4,3,0,13
110,0,0,1,1,1,1,1,2,1,0,9
129,1,1,1,3,3,1,1,2,1,0,31
200,0,1,1,0,0,2,1,4,2,0,16
271,0,1,1,0,0,4,2,7,5,0,15
300,0,0,1,1,1,2,2,4,2,0,18
210,0,1,0,1,1,3,2,6,4,0,44
149,0,1,1,0,0,4,2,7,5,0,26
196,0,1,1,73,73,2,1,4,3,0,12
75,1,1,0,1,1,1,1,2,1,0,22
248,0,1,1,98,98,3,2,6,4,0,29
180,1,1,1,2,2,2,1,4,2,0,35
65,0,0,0,1,1,1,2.5,2,2,1,10
125,0,0,1,1,1,5,2,10,6,0,29
220,1,0,1,0,0,3,1,9,5,0,29
167,0,1,1,0,0,1,1,4,3,0,13
135,0,0,0,1,1,1,1,3,2,0,18
305,1,1,1,3,3,3,1,7,4,0,34
60,1,1,1,1,1,1,1,2,1,0,22
200,0,1,0,1,1,5,2.5,10,9,0,32
550,0,1,0,5,5,3,1,6,4,0,15
250,0,1,0,4,4,3,1,8,6,0,21
450,1,1,0,3,3,2,1,6,4,0,34
81,0,1,1,1,1,3,1,6,4,0,50
88,1,1,1,1,1,1,1,2,1,0,31
101,1,1,0,1,1,1,1,2,1,0,27
299,1,1,1,1,1,6,2.5,8,8,0,28
135,1,1,1,1,1,1,1,2,1,0,25
300,0,1,1,316,316,3,1,7,5,0,15
65,0,0,0,3,3,1,1,2,1,1,30
382,0,1,0,1,1,4,2.5,6,7,0,37
118,1,1,0,1,1,1,1,3,1,0,21
300,0,1,1,1,1,4,2,8,5,0,42
150,1,0,0,1,1,2,1,4,2,0,34
80,1,1,1,2,2,1,1,2,1,1,17
80,0,1,0,1,1,1,1,4,2,0,36
182,0,1,1,3,3,1,1,2,1,1,24
151,1,1,0,1,1,2,1,4,3,0,53
208,0,0,1,4,4,1,1,4,3,0,25
328,0,0,0,8,8,3,2,6,3,0,17
260,0,1,0,1,1,4,1.5,10,6,0,37
161,0,0,1,1,1,1,1,2,1,0,22
402,0,1,1,98,98,3,2,7,5,0,37
256,0,1,1,98,98,3,2,6,3,0,24
236,0,1,1,98,98,2,1,4,2,0,29
200,0,1,1,0,0,3,1,5,3,0,12
80,1,1,1,1,1,1,1,2,1,0,20
82,0,1,1,1,1,1,1,2,1,1,35
133,1,0,1,6,6,1,2,1,1,1,34
250,0,1,0,1,1,1,1,2,1,1,15
109,1,1,1,6,6,1,2,2,1,0,14
167,0,1,1,98,98,1,1,2,1,0,13
90,1,0,0,0,0,1,1,2,1,0,37
121,0,1,0,1,1,1,1,2,1,0,36
147,0,1,1,2,2,2,1,5,4,0,36
171,1,1,1,1,1,1,1,2,1,0,17
80,1,1,0,3,3,1,1.5,2,1,1,49
80,1,0,1,0,0,1,1,2,3,1,19
150,0,0,1,1,1,1,1,2,1,0,32
55,1,1,0,4,4,1,1,2,1,1,29
140,1,1,1,1,1,2,1,8,5,0,21
169,1,1,1,0,0,3,2,7,4,0,43
280,0,1,0,1,1,3,2,4,3,0,40
100,1,1,1,1,1,1,1,2,1,0,22
125,1,1,1,1,1,3,1,6,4,0,29
75,0,0,0,3,3,1,1,2,1,1,31
200,0,0,0,0,0,1,1,2,1,1,16
85,1,1,1,1,1,1,1,2,1,0,23
275,0,1,1,0,0,1,1.5,2,1,1,32
145,0,1,1,1,1,1,1,3,2,1,24
190,0,0,1,3,3,1,1,3,2,1,18
80,1,1,0,1,1,1,1,2,1,1,20
180,1,1,0,6,6,2,1,4,3,0,36
150,1,1,0,6,6,1,1,2,1,1,32
153,0,1,0,4,4,3,1,8,6,0,50
107,1,1,1,0,0,1,1,4,2,0,35
111,1,1,1,4,4,1,1,2,1,0,22
145,1,0,0,8,8,1,1,2,2,1,12
60,1,0,0,1,1,1,1,2,1,1,13
75,1,1,0,1,1,1,1,2,1,1,48
500,0,0,0,1,1,1,1,2,1,1,11
150,1,1,1,1,1,3,1,6,4,0,21
141,1,1,0,1,1,1,1.5,2,1,0,64
390,0,0,1,0,0,4,2,8,5,0,27
60,0,0,0,1,1,1,1,2,1,1,17
207,1,1,1,28,28,3,2,9,4,0,37
371,0,1,0,1,1,3,1,8,4,0,39
189,0,1,0,2,2,3,1,6,4,0,36
198,0,1,1,0,0,1,1.5,2,1,1,51
95,0,0,1,0,0,1,1.5,3,2,1,48
241,1,1,0,1,1,2,1.5,6,2,0,26
379,0,0,0,0,0,3,2,6,4,0,52
306,1,1,1,1,1,4,1,7,5,0,26
193,1,1,0,1,1,2,1,4,2,0,45
350,1,1,0,0,0,3,1.5,6,5,0,29
580,0,0,0,1,1,4,1.5,6,5,0,27
113,1,1,1,0,0,1,1,2,1,0,27
333,0,1,0,11,11,3,1,6,3,0,18
300,0,1,0,0,0,2,1,5,4,0,41
350,0,0,0,1,1,3,2.5,6,3,0,40
536,0,1,1,0,0,3,2,6,5,0,55
400,1,1,0,2,2,3,1,7,5,0,32
210,1,1,1,13,13,3,1,6,4,0,14
171,1,1,0,4,4,1,1,2,1,0,17
184,1,1,1,2,2,1,1,2,1,3,24
156,1,0,0,0,0,1,1,2,1,0,23
100,0,0,1,0,0,1,1,4,3,1,15
50,0,1,0,0,0,1,1,1,1,1,14
233,0,1,1,155,155,4,2,10,6,0,39
166,0,1,1,155,155,1,1,2,1,1,26
76,0,1,0,1,1,12,4,16,1,1,21
279,1,1,0,0,0,2,1,4,2,0,27
272,1,1,1,1,1,1,1,2,1,0,31
229,1,1,1,0,0,3,1,9,5,0,31
300,1,1,0,1,1,3,2.5,8,6,0,27
100,1,1,1,0,0,2,1,4,2,0,40
134,1,1,0,2,2,1,1,4,2,0,44
154,1,1,0,1,1,1,1,2,1,0,40
100,1,1,1,2,2,1,1,2,1,0,25
250,0,1,1,0,0,3,1,6,4,0,30
291,0,1,1,316,316,2,1,5,3,0,15
179,0,1,0,2,2,2,1,7,4,0,48
281,1,1,0,33,33,3,1,5,3,0,15
130,1,1,0,2,2,1,1,3,2,0,51
400,0,1,0,1,1,3,2,6,6,0,30
471,0,0,0,0,0,2,1,4,2,0,40
550,1,0,0,1,1,4,1.5,8,4,0,35
200,0,0,0,1,1,2,1,4,2,0,33
466,0,1,1,33,33,3,2.5,5,3,0,22
400,0,0,1,0,0,3,1,6,4,0,41
379,1,1,0,0,0,2,2,4,4,0,21
240,0,0,1,0,0,1,1,4,1,0,9
553,0,1,0,2,2,4,2.5,9,6,0,31
547,0,1,0,3,3,3,2,6,4,0,42
195,0,0,0,0,0,2,1,4,2,0,41
349,0,1,0,3,3,4,2,8,4,0,40
180,0,1,0,1,1,3,1,7,5,0,45
489,0,1,1,155,155,5,2,12,6,0,41
211,0,1,1,155,155,3,2,6,3,0,36
285,1,1,0,2,2,3,2,7,4,0,35
448,1,1,1,0,0,3,2,6,4,0,20
294,0,1,1,155,155,3,2,8,5,0,23
211,0,1,1,155,155,3,1,6,5,0,36
355,1,1,1,2,2,2,1,4,3,0,30
256,0,1,1,155,155,3,2,7,4,0,29
244,0,1,1,1,1,4,2.5,8,7,0,19
140,0,1,0,0,0,2,1,4,3,0,38
392,0,1,1,155,155,4,2,10,6,0,40
250,0,1,1,155,155,3,2,6,5,0,31
557,1,1,0,6,6,4,2.5,8,6,0,45
415,0,1,1,155,155,4,2,11,8,0,25
342,0,1,0,1,1,3,1.5,7,5,0,25
245,0,1,1,155,155,3,1,9,6,0,37
170,1,1,0,1,1,3,1,6,4,0,34
160,1,0,0,1,1,2,1,4,3,0,23
200,0,0,0,0,0,2,1,4,3,0,20
190,0,0,1,1,1,1,1,2,7,3,16
75,0,0,0,1,1,2,1,3,2,1,7
272,1,1,0,3,3,2,2,6,3,0,50
75,1,1,1,2,2,1,1,2,1,1,31
101,1,1,1,1,1,1,1,2,1,0,35
500,0,0,0,1,1,3,1,6,4,0,14
600,0,0,1,0,0,4,2,6,4,0,17
80,1,1,0,2,2,1,1,2,1,1,18
235,1,1,0,2,2,3,1,6,4,0,42
130,0,1,0,4,4,3,1,6,5,0,44
350,0,1,0,0,0,3,2,9,5,0,33
139,1,1,1,2,2,1,1,2,1,0,31
150,0,0,0,1,1,3,1.5,6,5,0,22
45,0,1,0,1,1,1,1,2,1,1,10
80,0,1,0,1,1,1,1.5,2,1,1,14
106,1,1,1,2,2,2,1,6,1,0,36
70,0,0,0,1,1,1,1.5,2,1,1,14
60,0,0,1,1,1,1,1,2,1,1,14
181,0,0,0,1,1,3,1.5,6,4,0,17
150,0,0,1,0,0,1,1,2,1,0,49
100,0,0,1,3,3,1,1.5,2,1,1,15
350,1,0,1,2,2,5,2,9,5,0,39
91,1,1,0,2,2,1,1.5,3,2,1,40
46,1,1,1,3,3,1,1,1,1,1,41
59,0,0,0,1,1,1,1,2,1,1,11
54,0,1,0,1,1,1,1,2,1,1,17
85,0,1,0,0,0,1,1,2,1,0,39
53,0,0,0,1,1,1,1,2,1,1,19
349,1,1,0,5,5,4,3,8,4,0,42
300,0,0,1,0,0,3,1,7,6,0,52
560,0,0,0,0,0,5,2.5,9,6,0,15
65,0,1,0,1,1,1,1,2,1,1,26
220,1,1,0,0,0,3,1,6,4,0,43
73,1,0,1,1,1,1,1,2,1,1,27
75,0,1,0,1,1,1,1,2,1,0,21
207,0,0,1,1,1,4,2.5,6,2,0,38
530,0,1,0,0,0,5,2,8,5,0,39
600,0,1,1,1,1,4,2,10,4,0,13
74,1,1,1,2,2,1,1,2,1,0,39
395,1,1,0,5,5,2,2,4,2,0,50
284,0,0,0,0,0,1,1,2,3,0,10
95,1,1,1,1,1,2,1,4,2,1,23
75,1,0,1,0,0,1,1,2,1,0,17
188,0,1,1,2,2,3,1.5,6,4,0,35
400,0,1,0,1,1,5,2.5,10,7,0,43
150,1,1,1,2,2,1,1,2,1,0,23
64,1,1,0,1,1,1,1,1,1,1,28
145,1,1,0,2,2,1,1,2,1,0,53
221,1,1,1,1,1,1,1,3,1,0,29
69,0,1,0,0,0,1,1,2,1,1,12
55,1,0,1,1,1,1,1.5,2,1,1,20
80,1,1,1,3,3,1,1,2,1,1,13
268,0,0,0,1,1,2,1.5,4,2,1,33
45,0,0,0,2,2,1,1,2,1,1,27
144,1,1,0,10,10,2,1,6,4,0,45
357,0,0,0,0,0,3,2.5,6,4,0,54
42,0,1,0,2,2,1,1,2,1,1,3
300,0,1,0,1,1,3,2,5,3,0,21
130,1,1,0,1,1,1,1,3,2,0,28
125,1,0,0,1,1,3,1,6,5,0,35
60,0,0,1,0,0,1,1,1,1,1,17
364,1,1,0,10,10,4,2,12,8,0,49
209,1,1,1,0,0,2,1,6,3,0,21
250,0,1,1,0,0,1,1,2,1,0,41
55,1,1,0,1,1,1,1,2,1,1,21
275,0,1,1,1,1,4,2.5,6,6,0,25
557,0,1,0,1,1,5,2,12,8,0,13
118,1,1,0,1,1,1,1,2,1,0,36
371,0,1,0,1,1,1,3,8,7,2,25
95,1,1,1,0,0,1,1,3,2,0,29
500,0,0,1,0,0,1,1,1,1,1,18
177,1,1,1,18,18,2,2.5,5,4,0,30
70,0,0,1,1,1,1,1,2,1,1,14
540,1,1,0,5,5,3,2,7,4,0,36
110,1,1,0,1,1,1,1,3,1,0,32
150,0,1,0,1,1,1,1,2,1,0,45
215,0,0,0,3,3,1,1.5,2,2,1,25
43,1,1,1,1,1,1,1,2,1,1,32
230,0,1,0,1,1,1,0,1,1,2,15
60,1,1,1,3,3,1,1.5,2,1,1,59
59,0,0,0,2,2,1,1.5,2,1,1,28
80,0,1,0,1,1,1,1,4,1,1,51
80,1,1,1,1,1,1,1,2,1,1,22
148,1,1,1,1,1,1,1,3,2,0,30
198,0,1,1,3,3,1,1,3,1,1,40
98,1,1,0,1,1,1,1,2,1,0,5
65,1,0,0,1,1,1,1,1,1,1,22
120,1,0,1,1,1,1,1,2,2,0,28
170,0,1,1,0,0,2,1,5,3,0,36
450,0,0,0,0,0,2,1,2,3,0,17
254,0,0,0,0,0,4,1,10,6,0,29
185,1,1,0,2,2,2,1,3,2,0,38
320,0,1,1,2,2,4,3,8,5,0,34
169,0,1,0,2,2,1,1,2,1,0,48
45,0,1,0,1,1,2,1,4,3,1,38
602,0,1,1,4,4,1,2,4,2,1,11
251,1,1,1,22,22,5,2.5,11,6,0,44
235,0,1,0,8,8,3,2,9,7,0,18
39,0,0,0,6,6,1,1,1,1,1,25
65,1,1,1,2,2,1,1,2,1,0,22
86,1,1,1,0,0,1,1,2,1,1,22
50,0,1,1,1,1,1,1,2,1,1,5
41,1,0,1,3,3,1,1.5,1,1,1,63
90,1,1,0,2,2,3,1,6,4,1,47
40,1,1,0,3,3,1,1,2,1,1,23
60,1,1,0,1,1,1,1,3,2,1,37
65,0,0,1,3,3,1,1,2,1,1,25
214,1,1,0,2,2,4,2,9,6,0,38
362,0,1,0,0,0,4,2,12,9,0,51
436,1,1,0,2,2,3,2.5,6,4,0,52
60,1,1,1,1,1,1,1.5,2,1,1,29
378,0,1,1,52,52,5,3.5,16,10,0,36
316,0,1,1,0,0,1,1,2,1,1,20
108,1,1,1,1,1,2,1,4,2,0,25
144,1,1,1,0,0,3,1,5,3,0,35
45,1,0,1,1,1,1,1,2,1,1,32
250,0,1,0,1,1,4,3,6,5,0,15
239,0,1,0,27,27,4,2,8,4,0,32
250,0,1,0,2,2,4,2.5,10,4,0,32
230,0,1,0,3,3,3,1,7,4,0,15
270,0,1,0,1,1,4,2,8,5,0,44
115,1,0,0,3,3,2,1,5,5,0,54
68,0,1,1,1,1,1,1,3,1,0,41
140,0,1,1,1,1,4,2,7,4,0,34
183,0,1,1,1,1,3,1,6,4,0,37
300,0,1,1,0,0,2,1,4,1,0,16
340,0,0,0,0,0,4,2,10,7,0,57
366,0,1,1,40,40,3,1,6,3,0,16
313,0,1,1,4,4,4,2,6,4,0,39
198,0,1,0,27,27,3,2,6,4,0,35
445,0,1,1,6,6,2,1,5,5,0,48
39,0,1,0,1,1,1,1.5,2,2,1,18
195,1,1,0,4,4,3,2.5,6,4,0,40
50,0,0,0,3,3,1,1,1,1,1,12
55,0,0,1,0,0,1,1,2,1,1,14
40,0,0,0,2,2,1,1,2,1,1,14
105,1,1,0,1,1,1,1,4,2,0,49
50,1,0,1,1,1,1,1,2,1,1,23
65,1,1,1,1,1,1,1,2,1,0,19
152,1,1,1,3,3,1,1,3,2,0,45
180,0,1,1,5,5,1,2,2,1,3,34
350,1,1,0,8,8,7,2,12,10,1,61
146,0,1,1,39,39,2,1.5,4,2,0,47
44,1,1,0,0,0,1,1,1,1,1,12
42,1,1,0,1,1,1,1,2,1,1,20
160,0,0,0,2,2,4,2,10,7,0,10
60,1,1,1,5,5,1,1,2,2,2,24
50,0,0,0,2,2,1,1,2,1,1,13
85,0,0,1,0,0,1,1,2,1,1,32
46,0,1,1,1,1,1,1,2,2,1,20
51,0,1,0,1,1,1,1,2,1,1,27
180,0,0,1,3,3,1,1,2,1,3,15
80,1,1,0,1,1,1,1,3,2,1,39
151,0,0,0,8,8,2,1,6,3,0,16
120,0,1,1,1,1,3,1,6,4,0,36
90,1,1,0,2,2,1,1,2,1,1,19
78,0,0,0,1,1,1,1,2,1,1,18
300,0,1,0,0,0,3,2,8,3,0,42
71,1,0,1,1,1,1,1,2,1,1,23
134,1,1,1,1,1,2,2.5,4,2,0,27
130,1,1,1,0,0,3,1,4,2,0,61
140,1,0,1,2,2,1,1,2,1,1,24
140,1,0,1,2,2,1,1,2,1,1,24
45,0,0,1,1,1,2,1,4,2,1,23
564,1,1,0,1,1,2,1,4,2,0,33
150,1,1,1,3,3,3,1,6,5,0,26
106,0,1,1,3,3,2,1,8,4,0,50
160,1,1,1,1,1,4,1,8,5,0,35
130,1,1,1,1,1,1,1,2,1,0,34
500,0,0,0,1,1,4,2,8,6,0,49
79,1,1,0,2,2,1,1,2,1,0,33
120,0,0,0,1,1,1,1,3,2,0,32
75,1,1,0,2,2,1,1,2,2,1,27
400,0,1,0,3,3,4,2,8,4,0,25
100,0,0,1,1,1,1,1,2,1,1,25
65,1,1,0,1,1,1,1,2,1,1,32
79,1,1,1,1,1,2,1,4,3,0,37
117,0,1,1,1,1,3,1.5,6,3,0,36
664,0,1,0,0,0,3,2,7,6,0,52
300,0,0,0,1,1,3,2,6,5,0,30
139,0,0,0,2,2,1,1,2,1,1,26
99,1,1,1,1,1,2,1,4,2,0,30
100,1,1,0,0,0,1,1,3,2,0,39
95,1,0,0,1,1,1,1,2,1,0,29
200,0,0,0,1,1,1,1,4,3,2,11
251,1,1,0,0,0,4,2.5,8,4,0,43
79,1,0,1,1,1,1,1.5,3,2,1,24
110,1,1,1,2,2,3,1,6,6,0,11
78,1,0,1,1,1,1,1,2,1,1,27
120,1,1,0,1,1,2,1.5,4,2,1,43
65,0,1,0,3,3,2,1,3,2,1,19
47,1,1,1,3,3,1,2,2,1,1,23
95,0,0,1,1,1,1,1,1,1,1,13
175,0,0,0,1,1,3,1.5,6,3,0,22
42,0,1,1,3,3,1,2,2,1,1,24
189,1,1,1,0,0,1,1,2,1,1,21
195,1,1,1,0,0,1,2,2,2,1,33
300,0,1,0,0,0,2,1.5,5,4,0,55
150,1,1,0,1,1,3,2,6,3,0,33
141,1,1,0,0,0,2,1,6,5,0,43
100,1,0,0,0,0,1,1,4,1,0,33
52,1,1,0,3,3,2,1,4,3,0,18
100,1,1,0,1,1,2,1,4,3,1,25
175,0,0,0,1,1,2,1,4,3,0,30
160,1,1,0,2,2,1,1,2,1,1,22
60,1,1,0,4,4,1,1,2,2,1,17
124,1,0,1,1,1,3,1,6,3,1,32
97,1,0,0,0,0,1,1,2,1,0,45
299,0,1,0,5,5,4,2.5,10,8,0,13
164,1,1,0,1,1,3,1,6,4,0,41
85,1,1,1,1,1,1,1,2,1,1,30
390,1,1,0,3,3,2,3,6,3,0,49
300,1,0,0,1,1,3,3,7,5,0,24
70,1,1,0,1,1,1,1,2,1,1,27
50,1,1,1,2,2,1,1,2,1,1,14
59,0,1,1,29,29,1,1,2,1,1,18
200,1,1,1,1,1,2,1,4,3,0,62
400,0,1,0,1,1,3,2,6,4,0,33
59,0,1,1,29,29,1,1,2,2,1,12
200,0,0,0,0,0,1,1,6,3,0,15
240,1,0,1,0,0,1,1,6,3,0,30
125,0,0,0,1,1,1,1,2,1,0,22
59,0,1,1,29,29,1,1,3,2,1,15
110,0,0,1,1,1,2,1,2,1,1,11
120,0,0,0,1,1,1,1,4,2,0,21
115,0,1,1,1,1,1,1,2,1,0,36
260,1,0,0,1,1,2,1,4,2,0,26
125,0,0,0,3,3,1,1,3,2,1,15
297,0,0,0,0,0,3,2,7,6,0,16
345,1,1,0,2,2,1,1,6,3,0,38
400,1,1,0,1,1,4,2,8,6,0,43
350,0,0,1,0,0,4,1.5,4,6,1,8
550,0,1,0,0,0,3,1.5,6,3,0,8
120,0,1,0,2,2,1,1,2,1,0,37
119,0,1,0,0,0,1,1,2,2,1,36
85,1,1,1,1,1,1,1,2,1,1,24
90,1,0,0,0,0,1,1,2,1,1,37
90,0,1,0,2,2,1,1,2,2,1,17
495,1,1,0,1,1,3,2,6,3,0,11
600,1,1,0,20,20,4,3.5,8,4,0,17
435,0,1,1,117,117,4,2,8,6,0,33
191,0,1,1,21,21,2,1.5,4,2,0,48
289,1,1,0,5,5,4,2.5,12,10,0,40
481,1,1,1,6,6,3,2.5,8,3,0,41
275,0,1,1,4,4,2,1,4,2,0,31
120,0,1,1,1,1,2,1,5,3,0,39
595,0,1,0,32,32,3,2.5,6,3,0,37
120,1,1,0,9,9,2,1,5,4,0,15
100,1,1,1,0,0,1,1,2,1,0,40
522,1,1,1,20,20,3,2,6,3,0,27
53,1,1,1,1,1,1,1,2,1,1,63
71,1,1,1,2,2,1,1,2,1,1,41
230,0,1,1,10,10,3,1.5,6,4,0,24
120,1,1,0,1,1,2,1,5,3,1,27
70,1,1,1,2,2,1,1,1,1,1,30
